YEAR,PLAYER,POS,HAND LENGTH (Inches),HAND WIDTH (INCHES),HEIGHT W/O SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN
2003,Wayne Wallace,PF,-,-,79.25,108.0,187.0,86.0
2003,Wesley Wilson,C-PF,-,-,82.25,110.5,257.0,87.0
2003,Will McDonald,C-PF,-,-,81.5,109.5,258.0,87.5
2003,Willie Green,SG-PG,-,-,74.5,100.0,201.0,79.25
2002,Aaron McGhee,PF-SF,-,-,79.0,105.5,255.0,82.0
2002,Amar'e Stoudemire,PF,-,-,80.5,108.5,233.0,85.75
2002,Andy Ellis,PF,-,-,81.25,102.0,220.0,82.25
2002,Anthony Grundy,PG-SG,-,-,72.75,99.0,167.0,79.75
2002,Brian Brown,PG-SG,-,-,74.5,99.0,194.0,79.0
2002,Brooks Sales,PF-C,-,-,81.0,108.0,232.0,82.0
2002,Byron Mouton,SG-SF,-,-,76.5,102.0,213.0,82.25
2002,Carlos Boozer,PF,-,-,79.75,108.5,258.0,86.25
2002,Caron Butler,SF-SG,-,-,77.25,103.5,222.0,83.5
2002,Chris Burgess,C,-,-,82.0,109.0,246.0,83.5
2002,Chris Christoffersen,C,-,-,84.75,109.0,291.0,87.5
2002,Chris Massie,PF,-,-,78.25,107.0,248.0,84.0
2002,Chris Owens,PF-SF,-,-,79.0,104.0,237.0,83.5
2002,Chris Wilcox,PF-C,-,-,80.25,107.5,218.0,85.0
2002,Cordell Henry,PG,-,-,68.0,92.0,155.0,73.0
2002,Corsley Edwards,PF,-,-,79.25,106.5,285.0,82.75
2002,Craig Dawson,SG-SF,-,-,75.5,102.0,200.0,78.25
2002,Curtis Borchardt,C,-,-,82.75,112.0,238.0,86.5
2002,Dajuan Wagner,PG-SG,-,-,72.75,99.0,193.0,74.0
2002,Damon Hancock,SG-PG,-,-,74.75,99.5,203.0,78.0
2002,Darius Songaila,PF,-,-,80.0,108.5,240.0,85.0
2002,David Graves,SG,-,-,76.5,101.0,212.0,79.0
2002,Drew Gooden,PF,-,-,80.75,106.5,227.0,84.5
2002,Elvin Mims,SF-SG,-,-,76.25,105.5,211.0,85.5
2002,Frank Williams,PG,-,-,73.5,100.5,212.0,80.0
2002,Fred Jones,SG,-,-,74.25,100.0,218.0,84.0
2002,George Williams,PF-SF,-,-,77.75,103.0,214.0,84.5
2002,Greg Harrington,PG,-,-,73.0,97.0,183.0,75.75
2002,Immanuel McElroy,SG,-,-,74.25,100.0,191.0,78.5
2002,Israel Sheinfeld,PF-C,-,-,80.25,106.5,239.0,81.75
2002,J.R. Bremer,SG-PG,-,-,73.25,96.0,188.0,74.25
2002,Jannero Pargo,PG,-,-,72.25,96.0,168.0,74.5
2002,Jared Jeffries,PF,-,-,82.0,109.0,230.0,84.5
2002,Jason Jennings,C,-,-,83.25,111.0,249.0,91.0
2002,Jay Williams,PG,-,-,72.25,97.0,197.0,75.5
2002,Jobey Thomas,SG,-,-,74.75,99.5,183.0,77.75
2002,John Salmons,SF-SG,-,-,77.5,104.0,207.0,82.25
2002,Julian Sensley,PF-SF,-,-,79.0,105.5,228.0,83.5
2002,Kareem Rush,SG-SF,-,-,76.75,103.5,199.0,81.75
2002,Kei Madison,SF,-,-,79.75,107.0,216.0,84.5
2002,Kevin Lyde,C-PF,-,-,80.75,109.5,278.0,86.0
2002,Kris Lang,C-PF,-,-,81.25,109.0,242.0,83.75
2002,Lee Benson,SF-PF,-,-,80.25,109.0,217.0,85.75
2002,Lenny Cooke,SG-SF,-,-,77.5,107.0,214.0,85.0
2002,Lonnie Jones,C-PF,-,-,82.25,112.0,230.0,86.25
2002,Lonny Baxter,PF-C,-,-,78.25,107.5,264.0,85.5
2002,Lubos Barton,SF-SG,-,-,78.5,107.0,221.0,84.0
2002,Luke Recker,SG-SF,-,-,76.75,101.0,198.0,79.0
2002,Lynn Greer,PG,-,-,72.25,94.5,170.0,73.0
2002,Marcus Haislip,PF,-,-,80.5,107.0,221.0,84.0
2002,Marcus Taylor,PG,-,-,73.0,98.5,181.0,76.5
2002,Mario Kasun,C,-,-,83.75,109.0,260.0,83.5
2002,Matt Barnes,SF,-,-,78.75,96.5,226.0,81.0
2002,Maurice Baker,PG,-,-,71.75,96.0,178.0,76.0
2002,Melvin Ely,PF,-,-,81.0,111.0,240.0,88.0
2002,Mike Dunleavy,SF,-,-,80.0,106.0,230.0,81.0
2002,Mire Chatman,PG-SG,-,-,72.0,98.0,174.0,78.0
2002,Muhammed Lasege,C-PF,-,-,80.75,108.5,228.0,86.0
2002,Nene,PF,-,-,81.25,109.0,253.0,88.5
2002,Peter Fehse,PF-C,-,-,82.0,109.0,220.0,84.5
2002,Predrag Savovic,SG,-,-,76.75,102.0,212.0,79.0
2002,Preston Shumpert,SF,-,-,78.0,103.5,197.0,80.5
2002,Qyntel Woods,SF-SG,-,-,79.0,105.0,213.0,82.0
2002,Randy Holcomb,SF-PF,-,-,79.0,105.0,225.0,85.0
2002,Rasual Butler,SF,-,-,78.75,105.5,198.0,84.0
2002,Reggie Evans,PF,-,-,79.5,107.5,250.0,86.5
2002,Robert Archibald,PF-C,-,-,82.0,109.5,250.0,83.75
2002,Rod Grizzard,SF-SG,-,-,78.0,107.0,193.0,84.0
2002,Rolan Roberts,PF,-,-,77.75,105.5,241.0,85.0
2002,Ronald Murray,SG,-,-,75.0,100.5,197.0,79.5
2002,Ryan Humphrey,PF-SF,-,-,78.0,104.5,223.0,84.0
2002,Sean Kennedy,PG,-,-,72.75,96.0,182.0,74.5
2002,Smush Parker,PG-SG,-,-,74.5,107.5,179.0,82.0
2002,Steve Logan,PG,-,-,70.0,92.5,207.0,71.75
2002,Sylvere Bryan,PF,-,-,81.0,109.5,226.0,88.5
2002,Tamar Slay,SF,-,-,78.75,104.0,203.0,83.5
2002,Teddy Dupay,PG,-,-,69.5,90.5,178.0,70.75
2002,Tito Maddox,PG,-,-,75.0,99.0,200.0,77.0
2002,Travis Robinson,SF,-,-,77.25,104.5,211.0,82.5
2002,Uche Okafor,PF-C,-,-,81.0,112.0,229.0,89.5
2002,Udonis Haslem,PF,-,-,79.75,107.0,250.0,83.0
2002,Vincent Yarbrough,SF,-,-,77.5,104.5,202.0,84.5
2001,Adam Allenspach,C,-,-,83.5,107.0,259.0,84.5
2001,Alton Ford,PF,-,-,80.25,102.5,271.0,82.5
2001,Andre Hutson,PF,-,-,80.25,105.5,244.0,83.75
2001,Anthony Evans,PF,-,-,78.0,101.5,267.0,83.5
2001,Benjamin Eze,C-PF,-,-,80.75,109.0,232.0,90.0
2001,Bobby Simmons,SF,-,-,78.25,105.0,235.0,84.25
2001,Brandon Armstrong,SG,-,-,75.5,99.5,188.0,81.5
2001,Brendan Haywood,C,-,-,83.75,113.5,266.0,90.5
2001,Brent Wright,PF-SF,-,-,79.75,105.5,236.0,85.5
2001,Brian Scalabrine,PF-SF,-,-,80.75,105.5,241.0,81.75
2001,Calvin Bowman,PF,-,-,80.75,104.0,214.0,83.5
2001,Charles Hathaway,C,-,-,80.0,107.5,274.0,86.0
2001,Charlie Bell,PG,-,-,74.5,97.5,200.0,79.5
2001,Cookie Belcher,SG-PG,-,-,75.0,99.0,206.0,80.5
2001,Damone Brown,SF,-,-,80.25,104.5,202.0,83.75
2001,Damone Thornton,PF,-,-,78.75,103.75,235.0,85.75
2001,Darrell Johns,C,-,-,83.25,111.5,278.0,89.0
2001,Darren Kelly,SG-PG,-,-,74.0,100.0,178.0,78.75
2001,DeMarcus Minor,SG,-,-,75.25,99.5,207.0,80.25
2001,DeSagana Diop,C,-,-,82.0,113.0,314.0,90.5
2001,Demetrius Porter,PG,-,-,70.75,94.0,178.0,74.75
2001,Earl Watson,PG,-,-,72.0,97.0,184.0,78.75
2001,Eddie Griffin,PF-SF,-,-,81.25,110.0,222.0,87.0
2001,Eddy Curry,C,-,-,82.5,111.0,301.0,90.5
2001,Eric Chenowith,C,-,-,85.0,111.0,264.0,88.0
2001,Gilbert Arenas,SG,-,-,74.25,99.5,199.0,81.5
2001,Greg Stevenson,SF,-,-,75.75,102.0,215.0,84.5
2001,Gyasi Cline-Heard,PF,-,-,78.25,103.0,231.0,83.5
2001,Horace Jenkins,PG,-,-,71.75,97.0,171.0,77.25
2001,Jamaal Tinsley,PG,-,-,72.75,97.5,199.0,79.5
2001,Jamario Moon,SF,-,-,78.5,103.0,185.0,83.5
2001,Jamison Brewer,PG,-,-,74.5,102.5,178.0,80.75
2001,Jarron Collins,C-PF,-,-,81.25,104.0,252.0,87.0
2001,Jason Collins,PF-C,-,-,82.25,110.0,251.0,88.5
2001,Jason Gardner,PG,-,-,69.75,92.5,188.0,73.25
2001,Jason Richardson,SF-SG,-,-,76.75,102.5,213.0,83.5
2001,Jerry Green,PG-SG,-,-,73.5,99.0,179.0,78.25
2001,Jeryl Sasser,PG-SG,-,-,77.5,103.5,194.0,82.5
2001,Joe Johnson,SF-SG,-,-,78.75,105.0,226.0,81.0
2001,Joseph Forte,SG,-,-,75.5,100.5,193.0,78.5
2001,Ken Johnson,C,-,-,82.75,109.5,227.0,88.0
2001,Kenny Gregory,SF,-,-,75.5,101.0,200.0,83.25
2001,Kenny Satterfield,PG,-,-,73.0,98.0,176.0,76.5
2001,Kimani Ffriend,C-PF,-,-,81.5,108.5,228.0,82.75
2001,Kirk Haston,PF-SF,-,-,80.0,106.0,242.0,84.25
2001,Kwame Brown,PF-C,-,-,82.0,108.0,243.0,85.0
2001,Lazaros Papadopoulos,C-PF,-,-,82.25,110.5,227.0,86.5
2001,Lee Scruggs,PF-SF,-,-,82.25,110.5,209.0,89.75
2001,Loren Woods,C-PF,-,-,84.75,113.0,246.0,89.5
2001,Martin Rancik,PF-SF,-,-,80.75,102.5,230.0,80.0
2001,Maurice Evans,SG,-,-,76.25,101.0,221.0,80.0
2001,Michael Bradley,PF,-,-,81.5,107.0,227.0,85.5
2001,Michael Hicks,SG,-,-,76.0,100.5,197.0,81.25
2001,Michael Wright,PF,-,-,79.0,106.5,247.0,83.5
2001,Mike Mardesich,C-PF,-,-,82.25,108.5,247.0,84.5
2001,Nate James,SF,-,-,76.75,103.0,196.0,82.75
2001,Norman Richardson,SG,-,-,75.5,99.0,180.0,76.5
2001,Omar Cook,PG,-,-,71.5,92.0,189.0,77.5
2001,Rashad Phillips,PG,-,-,69.0,92.0,166.0,73.5
2001,Richard Jefferson,SF,-,-,79.25,103.0,223.0,84.0
2001,Robb Dryden,C,-,-,85.0,110.25,241.0,86.5
2001,Rodney White,SF,-,-,79.5,104.5,243.0,83.5
2001,Ruben Boumtje-Boumtje,C,-,-,83.5,111.0,245.0,88.0
2001,Ryan Carroll,SF-SG,-,-,76.0,99.0,202.0,80.25
2001,Sam Clancy,PF,-,-,78.25,107.0,242.0,86.75
2001,Sean Lampley,SF,-,-,77.5,101.0,213.0,81.25
2001,Shane Battier,SF-PF,-,-,80.25,105.0,229.0,82.5
2001,SirValiant Brown,PG,-,-,71.0,92.5,176.0,76.0
2001,Souleymane Wane,C,-,-,80.5,109.0,235.0,89.0
2001,Steven Hunter,C-PF,-,-,82.25,108.0,224.0,88.0
2001,Tate Decker,SF,-,-,81.25,107.0,218.0,83.75
2001,Tory Walker,SF,-,-,78.75,104.5,187.0,83.25
2001,Trenton Hassell,SG-SF,-,-,76.25,99.5,205.0,80.0
2001,Troy Murphy,PF,-,-,81.75,105.5,230.0,83.0
2001,Troy Ostler,PF-SF,-,-,80.75,106.5,200.0,85.5
2001,Tyson Chandler,SF-PF,-,-,83.5,110.0,224.0,87.0
2001,Will Solomon,PG-SG,-,-,71.75,99.5,172.0,81.5
2001,Zach Marbury,PG-SG,-,-,73.25,96.5,183.0,75.5
2000,A.J. Granger,SF,-,-,79.5,103.0,227.0,81.5
2000,A.J. Guyton,PG-SG,-,-,72.75,97.5,175.0,75.75
2000,Alex Scales,SG-PG,-,-,74.25,97.5,184.5,81.0
2000,Antonis Fotsis,SF,-,-,81.25,106.0,219.0,80.5
2000,Aubrey Reese,PG,-,-,70.75,94.5,189.0,77.5
2000,Bootsy Thornton,SG,-,-,75.5,101.5,194.5,78.5
2000,Brandon Kurtz,PF-C,-,-,81.5,106.5,257.0,83.25
2000,Brian Montonati,PF,-,-,80.75,106.0,215.0,82.5
2000,Caswell Cyrus,PF,-,-,79.75,107.5,220.5,86.0
2000,Ceedric Goodwyn,SF-PF,-,-,78.0,104.5,238.0,82.0
2000,Chris Porter,SF-PF,-,-,77.5,103.5,214.0,81.5
2000,Cory Hightower,SG-SF,-,-,77.5,101.5,183.0,83.0
2000,Damon Reed,PF-C,-,-,80.5,104.5,228.0,81.5
2000,Dan Langhi,SF,-,-,81.0,104.0,197.5,80.0
2000,Dan McClintock,C-PF,-,-,83.0,107.0,250.0,85.5
2000,Donnell Harvey,PF,-,-,79.25,105.5,220.0,84.5
2000,Ed Cota,PG,-,-,72.25,96.5,189.0,76.0
2000,Eddie Gill,PG,-,-,71.75,93.0,176.0,76.0
2000,Eddie House,SG-PG,-,-,71.75,95.0,176.5,75.5
2000,Eduardo Najera,PF-SF,-,-,78.5,104.5,234.5,83.5
2000,Eric Coley,SG-SF,-,-,76.0,102.0,205.0,83.0
2000,Ernest Brown,C,-,-,82.0,109.5,222.5,85.25
2000,Gabe Muoneke,PF-SF,-,-,78.25,105.0,244.0,84.5
2000,Harold Arceneaux,SG-SF,-,-,76.5,103.0,219.0,80.5
2000,Igor Rakocevic,PG,-,-,74.5,100.0,184.0,77.25
2000,Jabari Smith,PF-C,-,-,81.75,109.5,240.5,86.5
2000,Jacob Jaacks,PF,-,-,81.25,105.5,238.0,83.0
2000,Jamal Crawford,PG-SG,-,-,76.5,102.5,175.0,82.0
2000,Jameel Watkins,PF-C,-,-,81.5,110.0,244.5,90.0
2000,Jaquay Walls,PG,-,-,73.25,96.5,165.5,74.5
2000,Jarrett Stephens,PF,-,-,77.25,103.0,258.0,81.25
2000,Jason Hart,PG,-,-,73.75,97.5,181.0,78.0
2000,Jimmie Hunter,SG-PG,-,-,75.0,100.0,170.0,80.0
2000,Johnny Hemsley,SG-SF,-,-,74.75,100.5,200.0,80.0
2000,Julius Doc Robinson,PG,-,-,72.0,95.5,184.0,75.75
2000,Justin Love,PG-SG,-,-,73.5,97.5,205.5,76.5
2000,Karim Shabazz,C,-,-,83.5,111.5,224.0,87.0
2000,Kenyon Jones,PF-C,-,-,81.0,108.0,282.0,85.0
2000,Khalid El-Amin,PG,-,-,69.0,93.0,200.0,73.5
2000,Lamont Barnes,PF-C,-,-,80.5,108.0,235.5,87.5
2000,Lavor Postell,SG,-,-,76.5,101.5,205.0,80.5
2000,Malik Allen,PF-C,-,-,80.25,109.0,271.0,86.5
2000,Marcus Goree,SF-PF,-,-,79.5,105.5,239.0,84.5
2000,Mario Bland,PF,-,-,77.5,103.0,287.0,84.0
2000,Mark Karcher,SG,-,-,76.0,102.5,218.0,80.0
2000,Mark Madsen,PF,-,-,80.0,104.5,236.5,84.5
2000,Marko Jaric,SG-SF,-,-,78.5,104.0,210.0,81.0
2000,Matt Santangelo,PG,-,-,72.0,94.0,177.0,75.0
2000,Matthew Nielsen,PF,-,-,81.0,106.0,223.0,82.5
2000,Michael Hermon,SG-PG,-,-,74.75,98.5,195.0,78.25
2000,Michael Redd,SG-SF,-,-,76.75,102.0,214.0,81.0
2000,Mike Smith,SF,-,-,78.5,103.0,198.0,80.5
2000,Nate Johnson,SF,-,-,78.5,104.0,211.5,80.5
2000,Ndongo N'diaye,C,-,-,83.5,112.5,208.0,87.5
2000,Nick Sheppard,PF-C,-,-,81.5,107.5,273.0,83.0
2000,Pepe Sanchez,PG,-,-,75.0,96.0,194.0,75.5
2000,Pete Mickeal,SG-SF,-,-,77.0,103.5,222.0,81.5
2000,Primoz Brezec,C,-,-,84.75,110.0,243.0,86.0
2000,Reed Rawlings,SG-SF,-,-,78.25,104.0,218.0,81.25
2000,Ron Hale,SG-SF,-,-,79.5,104.5,202.0,83.0
2000,Schea Cotton,SF,-,-,76.25,100.0,219.5,79.0
2000,Shaheen Holloway,PG,-,-,69.5,91.0,174.0,70.0
2000,Speedy Claxton,PG,-,-,70.5,94.5,166.0,72.0
2000,Terrance Roberson,SF,-,-,77.5,103.5,209.0,80.0
2000,Vassil Evtimov,PF,-,-,81.75,106.5,262.0,82.5
